clientid,patientid,statusid,name,breedname,breedid,speciesname,speciesid,extension,active,description
6322,L2267,1,Bruno,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12641,21502,1,Bruno,"Pug, Chinese",PUG,Canine,CAN,,1,Male
10310,17190,1,Bruno,Newfoundland,NEW,Canine,CAN,,1,Neutered Male
3070,4840,1,Bruno,Boxer,BOX,Canine,CAN,,1,Neutered Male
5711,8760,1,Bruno,DOBERMAN PINSCHER,26,Canine,CAN,,1,Neutered Male
1509,2630,1,Bruno,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12504,21163,1,Bruno,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
19060,21722,1,Bruno,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Male
11478,19447,1,Bruno,Cavapoo,CQQ,Canine,CAN,,1,Male
1000,1598,1,Bruno,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
12114,27175,1,Bruno,"Bulldog, American",BUA,Canine,CAN,,1,Neutered Male
10501,20187,1,Bruno,"Retriever, Golden",RGO,Canine,CAN,,1,Neutered Male
795,2957,1,Bruno,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22200,27317,1,Bruno,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
L1053,L342,1,Bruno,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19026,25451,1,Bruno,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
L7921,26705,1,Bruno,Rottweiler Mix,ROX,Canine,CAN,,1,Neutered Male
5510,8506,1,Bruno,"Bulldog, French",BUF,Canine,CAN,,1,Neutered Male
7384,11646,1,Bruno,"Retriever, Labrador",RLA,Canine,CAN,,1,Male
12543,21282,1,Bruno,YORKSHIRE TERRIER,4,Canine,CAN,,1,Male
11705,19850,1,Bruno,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Male
1042,27437,1,Bruno,Dachshund,DCH,Canine,CAN,,1,Male
23050,29490,1,Bruno,Pitbull,PIT,Canine,CAN,,1,Neutered Male
7492,11839,1,Bruno,Boxer Mix,BXX,Canine,CAN,,1,Neutered Male
968,1537,1,Bruno,Boxer Mix,BXX,Canine,CAN,,1,Neutered Male
18511,13700,1,Bruno,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
22781,30665,1,Bruno,Mixed,MIX,Canine,CAN,,1,Neutered Male
23118,29692,1,Bruno,Tonkinese,TON,Feline,FEL,,1,Neutered Male
20724,20724-2,1,Bruster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
15530,4432,1,Brute,Pitbull,PIT,Canine,CAN,,1,Neutered Male
4249,4249-1,1,Brutus,Himalayan,HIM,Feline,FEL,,1,Neutered Male
22571,28181,1,Brutus,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22306,27558,1,Brutus,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Male
16097,24329,1,Brutus,"Mastiff, Old English",MAE,Canine,CAN,,1,Male
13182,13182-2,1,Brutus,"Greyhound, Italian",GRI,Canine,CAN,,1,Neutered Male
4090,23779,1,Brutus,"Dwarf, Netherland",NED,Rabbit,RAB,,1,Male
12617,26980,1,Brutus,YORKSHIRE TERRIER,4,Canine,CAN,,1,Male
110,150,1,Brutus,"Chihuahua, Smooth-coated",CIS,Canine,CAN,,1,Neutered Male
4014,11274,1,Brutus,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
11732,19890,1,Brutus,Shih Tzu Mix,SHH,Canine,CAN,,1,Neutered Male
10311,17197,1,Brutus,Pitbull Mix,PBX,Canine,CAN,,1,Male
17031,2979,1,Brutus,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18665,3976,1,Brutus,Boxer,BOX,Canine,CAN,,1,Neutered Male
12347,20867,1,Brutus,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
7815,19128,1,Brutus,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Male
760,760-2,1,Brutus,"Husky, Siberian",SIB,Canine,CAN,,1,Neutered Male
22124,27132,1,Brutus,Mastiff Mix,MSX,Canine,CAN,,1,Neutered Male
21126,16361,1,Brutus,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8382,20617,1,Brutus,BOSTON TERRIER,3,Canine,CAN,,1,Neutered Male
10037,16600,1,Brutus,Boxer,BOX,Canine,CAN,,1,Neutered Male
L7769,L7197,1,Brutus,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
4133,6522,1,Bruzer,Boxer,BOX,Canine,CAN,,1,Neutered Male
20680,670,1,Bryn,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8273,13276,1,Brynn,"Shepherd, Australian Mix",SAX,Canine,CAN,,1,Spayed Female
984,8222,1,Brynn,Boxer,BOX,Canine,CAN,,1,Female
13067,13067-1,1,Bu,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15086,5759,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1125,6792,1,Bubba,Cane Corso,CAC,Canine,CAN,,1,Male
4892,7637,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23174,29821,1,Bubba,Other Ferret,OTH,Ferret,FER,,1,Male
7565,18949,1,Bubba,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
14630,23976,1,Bubba,Rottweiler,ROT,Canine,CAN,,1,Female
6175,9393,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19957,L5557,1,Bubba,Akita,AKI,Canine,CAN,,1,Neutered Male
21823,26433,1,Bubba,"Gecko, Leopard",GKL,Reptile/Amphibian,REA,,1,Male
8272,8272-3,1,Bubba,"Chihuahua, Smooth-coated",CIS,Canine,CAN,,1,Male
21422,26266,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21536,21536-1,1,Bubba,"Retriever, Labrador",RLA,Canine,CAN,,1,Male
21292,10338,1,Bubba,"Bulldog, French",BUF,Canine,CAN,,1,Neutered Male
17459,30488,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5399,8366,1,Bubba,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
5150,19588,1,Bubba,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
8481,13715,1,Bubba,Pomeranian Mix,PMX,Canine,CAN,,1,Male
3019,L6236,1,Bubba,Domestic Longhair,DLH,Feline,FEL,,1,Female
1466,3716,1,Bubba,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8287,15825,1,Bubba Dwayne,Chow Chow,CCH,Canine,CAN,,1,Neutered Male
9641,15836,1,Bubba Lou,Pitbull,PIT,Canine,CAN,,1,Neutered Male
19647,25657,1,Bubbi,"Pug, Chinese Mixed",PUX,Canine,CAN,,1,Female
1543,2910,1,Bubbles,"Pug, Chinese",PUG,Canine,CAN,,1,Female
5618,8602,1,Bubbles,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
23580,30937,1,Bubbles,Domestic Longhair,DLH,Feline,FEL,,1,Female
L7810,14950,1,Bubbles,Ragdoll,RAG,Feline,FEL,,1,Female
1449,2360,1,Bubbles,YORKSHIRE TERRIER,4,Canine,CAN,,1,Male
L6157,L6647,1,Bubbles,"Poodle, Toy",POT,Canine,CAN,,1,Male
11026,18720,1,Bubbles,"Malamute, Alaskan",ALA,Canine,CAN,,1,Female
719,1125,1,Bubbles,Persian,PER,Feline,FEL,,1,Male
9118,14958,1,Bubbles,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23319,30234,1,Bubbles,Pomeranian Mix,PMX,Canine,CAN,,1,Female
22879,29048,1,Bubbles,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22840,28937,1,Bubbles,Domestic Shorthair,DSH,Feline,FEL,,1,Female
13273,22725,1,Bubbs,COCK-APOO,5,Canine,CAN,,1,Neutered Male
1362,3196,1,Bubby,Bichon Frise Mix,BIX,Canine,CAN,,1,Neutered Male
7202,20799,1,Bubi,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L6270,27787,1,Bubo,Shih Tzu,SHI,Canine,CAN,,1,Male
3501,5548,1,Bubs,"Python, Ball",PBA,Reptile/Amphibian,REA,,1,Female
4250,7075,1,Buck,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
14766,23797,1,Buck,BORDER COLLIE,7,Canine,CAN,,1,Male
5342,583,1,Buck,"Retriever, Golden",RGO,Canine,CAN,,1,Neutered Male
17200,24822,1,Buck,JUG,JUG,Canine,CAN,,1,Male
2038,22584,1,Buckey,Boxer,BOX,Canine,CAN,,1,Neutered Male
23325,30260,1,Buckie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11283,19112,1,Buckley,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
L4380,L1728,1,Buckwheat,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2342,3685,1,Buckwheat,Dachshund Mix,DXX,Canine,CAN,,1,Male
22363,27666,1,Bucky,"Goldendoodle, mini",MGO,Canine,CAN,,1,Male
15251,24078,1,Bucky,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23067,29532,1,Bucky,Goldendoodle,RGP,Canine,CAN,,1,Male
11760,19941,1,Bucky,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1155,1876,1,Bud,Turtle,TUR,Reptile/Amphibian,REA,,1,Male
2181,L6176-4,1,Bud,Mixed,MIX,Canine,CAN,,1,Neutered Male
8696,14113,1,Bud Bud,DSH,8,Feline,FEL,,1,Neutered Male
16434,14979,1,Bud Bud,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L4959,L1436,1,Budda,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Neutered Male
7321,11511,1,Buddha,"Lop, Holland",LOH,Rabbit,RAB,,1,Male
3758,5912,1,Buddha,"Lop, Holland",LOH,Rabbit,RAB,,1,Male
1479,2412,1,Buddy,Mixed,MIX,Canine,CAN,,1,Male
9393,17986,1,Buddy,Eskimo Dog Mix,ESX,Canine,CAN,,1,Neutered Male
20394,20394-1,1,Buddy,Pointer,POI,Canine,CAN,,1,Neutered Male
603,9441,1,Buddy,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Male
2594,28997,1,Buddy,MAINE COON CAT,34,Feline,FEL,,1,Neutered Male
11379,19281,1,Buddy,Retriever Mixed,REX,Canine,CAN,,1,Male
20421,L2822,1,Buddy,"Dachshund, Longhaired",DLC,Canine,CAN,,1,Neutered Male
21784,27570,1,Buddy,"Retriever, Golden",RGO,Canine,CAN,,1,Neutered Male
4967,L6970,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L2962,23274,1,Buddy,"Cattle Dog, Australian Mix",ACX,Canine,CAN,,1,Neutered Male
10887,18536,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13256,23237,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22339,27615,1,Buddy,Bassett  Hound Mix,BHM,Canine,CAN,,1,Neutered Male
L7952,L7581,1,Buddy,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
8229,13186,1,Buddy,Dwarf,DWA,Rabbit,RAB,,1,Neutered Male
3578,3578-1,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22773,28794,1,Buddy,Chihuahua Mix,CIX,Canine,CAN,,1,Neutered Male
13959,23334,1,Buddy,Bichon Frise Mix,BIX,Canine,CAN,,1,Male
22355,28619,1,Buddy,"Corgi, Pembroke Welsh",WCP,Canine,CAN,,1,Male
20850,26063,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23751,31366,1,Buddy,GOLDEN RETRIEVER,2,Canine,CAN,,1,Neutered Male
16172,16172-1,1,Buddy,Terrier,TER,Canine,CAN,,1,Male
13997,23349,1,Buddy,COCK-APOO,5,Canine,CAN,,1,Male
L6513,L2293,1,Buddy,BOSTON TERRIER,3,Canine,CAN,,1,Neutered Male
11103,18754,1,Buddy,Coonhound,CHO,Canine,CAN,,1,Neutered Male
14735,508,1,Buddy,Terrier Mix,TEX,Canine,CAN,,1,Male
5882,9013,1,Buddy,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
20755,20755-1,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6280,9509,1,Buddy,"Terrier, Jack Russell",TJR,Canine,CAN,,1,Neutered Male
L7985,L7678,1,Buddy,Shih Tzu Mix,SHH,Canine,CAN,,1,Male
22514,28025,1,Buddy,Pomeranian,POM,Canine,CAN,,1,Neutered Male
9005,26329,1,Buddy,Bichon Frise Mix,BIX,Canine,CAN,,1,Neutered Male
20735,30352,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4311,15599,1,Buddy,Cavapoo,CQQ,Canine,CAN,,1,Neutered Male
L6383,L6383-1,1,Buddy,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Neutered Male
9662,15870,1,Buddy,Coton de Tulear,COT,Canine,CAN,,1,Male
2181,L6176-3,1,Buddy,WELSH CORGI (PEMBROKE),9,Canine,CAN,,1,Neutered Male
1683,2714,1,Buddy,Bichon Frise Mix,BIX,Canine,CAN,,1,Neutered Male
17225,20973,1,Buddy,"Corgi, Pembroke Welsh",WCP,Canine,CAN,,1,Neutered Male
L2924,29016,1,Buddy,Jack Russell Terrier Mix,JRM,Canine,CAN,,1,Neutered Male
2716,L6340-5,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14659,24964,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Female
828,1323,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4941,7703,1,Buddy,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
15458,24093,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20450,7397,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9522,15661,1,Buddy,JUG,JUG,Canine,CAN,,1,Neutered Male
23021,29414,1,Buddy,Retriever,RET,Canine,CAN,,1,Neutered Male
10705,6083,1,Buddy,"Terrier, Airedale",TAI,Canine,CAN,,1,Neutered Male
L4477,L3139,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
L1413,12618,1,Buddy,MAINE COON CAT,34,Feline,FEL,,1,Neutered Male
L3049,27379,1,Buddy,Chihuahua Mix,CIX,Canine,CAN,,1,Male
8059,16585,1,Buddy,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
7157,11191,1,Buddy,"Collie, Border",COB,Canine,CAN,,1,Neutered Male
12583,21368,1,Buddy,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
16233,7549,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4410,29288,1,Buddy,Goldendoodle,RGP,Canine,CAN,,1,Neutered Male
6326,9572,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1673,2700,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
16663,265,1,Buddy,Beagle,BGL,Canine,CAN,,1,Neutered Male
19630,9464,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20278,14021,1,Buddy,Boxer,BOX,Canine,CAN,,1,Neutered Male
3382,5378,1,Buddy,"Shepherd, German",GER,Canine,CAN,,1,Neutered Male
L5170,L6185,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11322,19170,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13401,4451,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13599,26288,1,Buddy,Beagle,BGL,Canine,CAN,,1,Male
2323,3662,1,Buddy,"Terrier, Bull",TBL,Canine,CAN,,1,Male
709,1113,1,Buddy,"Poodle, Toy",POT,Canine,CAN,,1,Neutered Male
L7628,L6902,1,Buddy,GOLDEN RETRIEVER,2,Canine,CAN,,1,Male
3199,5024,1,Buddy,Mixed,MIX,Canine,CAN,,1,Neutered Male
21401,21401-1,1,Buddy,Cockatiel,COK,Avian,AVI,,1,Male
4030,15152,1,Buddy,YORKSHIRE TERRIER,4,Canine,CAN,,1,Male
8613,13963,1,Buddy,GERMAN SHORTHAIRED POINTER,17,Canine,CAN,,1,Male
L7789,L7229,1,Buddy,Other Avian,OTH,Avian,AVI,,1,Male
21588,21588-1,1,Buddy,Pitbull,PIT,Canine,CAN,,1,Male
15746,15746-2,1,Buddy,Shih Tzu,SHI,Canine,CAN,,1,Male
6378,2359,1,Buddy,Terrier Mix,TEX,Canine,CAN,,1,Male
17263,4941,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11240,20297,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2217,25718,1,Buddy,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Neutered Male
5778,1925,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
3880,16322,1,Buddy,Shiba Inu Mix,SBM,Canine,CAN,,1,Male
22226,31278,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
1703,9168,1,Buddy,Mixed,MIX,Canine,CAN,,1,Neutered Male
6567,11059,1,Buddy,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
L6256,L5370,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4530,8845,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8108,12960,1,Buddy,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Male
18994,18994-1,1,Buddy,"Shorthair, Oriental",OSH,Feline,FEL,,1,Neutered Male
22426,9789,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5785,8883,1,Buddy,Dachshund,DCH,Canine,CAN,,1,Neutered Male
L7422,L6517,1,Buddy,Beagle Mix,BGX,Canine,CAN,,1,Neutered Male
2652,4222,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22297,30788,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23331,30283,1,Buddy,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
571,901,1,Buddy,Bichon Frise,BIF,Canine,CAN,,1,Male
14647,6594,1,Buddy,Boxer Mix,BXX,Canine,CAN,,1,Neutered Male
3937,6667,1,Buddy,JACK RUSSELL TERRIER,22,Canine,CAN,,1,Neutered Male
3055,4824,1,Buddy,COCK-APOO,5,Canine,CAN,,1,Neutered Male
5417,5464,1,Buddy,"Terrier, Jack Russell Mix",TJX,Canine,CAN,,1,Neutered Male
879,14464,1,Buddy,BOSTON TERRIER,3,Canine,CAN,,1,Neutered Male
10470,19807,1,Buddy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
3192,5015,1,Buddy,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
19999,19999-1,1,Buddy,"Shepherd, German Mix",GEX,Canine,CAN,,1,Male
12408,20986,1,Buddy (Budino),"Dachshund, Longhaired",DLC,Canine,CAN,,1,Neutered Male
23157,28235,1,Buddy (Diem),"Corgi, Cardigan Welsh",WCC,Canine,CAN,,1,Neutered Male
17108,29164,1,Buddy Basil,DSH,8,Feline,FEL,,1,Neutered Male
10756,18091,1,Buddy Holly,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10111,215,1,Buddy lentz,Spaniel Mix,SPX,Canine,CAN,,1,Neutered Male
15739,15739-1,1,Buff,Terrier,TER,Canine,CAN,,1,Male
16927,24704,1,Buffer,Bassett  Hound Mix,BHM,Canine,CAN,,1,Neutered Male
19630,31388,1,Buffers,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
7368,11635,1,Bufflehal,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
14020,27634,1,Buffy,Unknown,UNK,Canine,CAN,,1,Spayed Female
4622,7240,1,Buffy,Domestic Longhair,DLH,Feline,FEL,,1,Female
L5647,L2065,1,Buffy,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
14194,14194-1,1,Buffy,Cockapoo,COC,Canine,CAN,,1,Spayed Female
2460,7526,1,Buffy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20142,20142-1,1,Buffy,Ragdoll,RAG,Feline,FEL,,1,Neutered Male
3962,6274,1,Buffy,COCKER SPANIEL,13,Canine,CAN,,1,Spayed Female
21977,31258,1,Buffy,Sugar Glider,SGL,Other Small,OTS,,1,Female
L3806,L3327,1,Buffy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
17234,29395,1,Buffy,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L1234,L1234-2,1,Buffy Ann,COCKER SPANIEL,13,Canine,CAN,,1,Spayed Female
2285,27886,1,Buford,Great Pyrenees Mix,GPX,Canine,CAN,,1,Male
2359,3712,1,Bug,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11736,19895,1,Bug,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19209,18456,1,Bug,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6423,23756,1,Bug,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14014,23361,1,Bug,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
10890,17404,1,Bug,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1311,2127,1,Bugs,Lop,LOP,Rabbit,RAB,,1,Neutered Male
1667,6443,1,Bugs,Dwarf,DWA,Rabbit,RAB,,1,Male
3974,6286,1,Bugs,Dwarf,DWA,Rabbit,RAB,,1,Male
2460,9729,1,Bugsy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9745,16038,1,Buizel,Domestic,DOM,Ferret,FER,,1,Neutered Male
3019,L1006-53,1,Bulbsaur,Domestic Shorthair,DSH,Feline,FEL,,1,Unknown
L7499,10881,1,Bull Terrier 5/16/18,"Terrier, Pit Bull",TPB,Canine,CAN,,1,Male
L6989,14221,1,Bulldog Puppy,Bulldog,BUD,Canine,CAN,,1,Male
11191,18956,1,Bulldozer,Domestic Shorthair,DSH,Feline,FEL,,1,Female
15405,18786,1,Bulleit,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9553,15700,1,Bullet,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Male
13012,22622,1,Bullet,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
2460,7568,1,Bully,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4458,18816,1,Bulma,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6896,14937,1,Bum,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3019,L6193,1,Bumble Bee,Domestic Shorthair,DSH,Feline,FEL,,1,Female
23366,30349,1,Bumblebee,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20792,20792-1,1,Bun,Lop,LOP,Rabbit,RAB,,1,Male
12633,21480,1,Bun,Other Rabbit,OTH,Rabbit,RAB,,1,Unknown
22349,27637,1,Bun,Unknown,UNK,Rabbit,RAB,,1,Male
5110,7933,1,Bun Bun,"Lop, Mini",LOM,Rabbit,RAB,,1,Female
13565,3314,1,BunBun,"Rex, Mini",MRX,Rabbit,RAB,,1,Female
18800,25391,1,Bunbuns,Dutch,DUT,Rabbit,RAB,,1,Male
23185,29844,1,Bunker,DSH,8,Feline,FEL,,1,Neutered Male
21245,1388,1,Bunny,Domestic,DOM,Rabbit,RAB,,1,Unknown
L7558,17419,1,Bunny,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10470,17521,1,Bunny,Lionhead,LIO,Rabbit,RAB,,1,Female
20862,29501,1,Bunny,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22369,27965,1,Bunny,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7204,L6232,1,Bunny Bear,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
458,735,1,Bunny Bunny,"Lop, Holland",LOH,Rabbit,RAB,,1,Spayed Female
22640,28376,1,Bunny Girl,Rex,REX,Rabbit,RAB,,1,Female
19235,19235-1,1,Bunzy,Lionhead,LIO,Rabbit,RAB,,1,Male
3019,14569,1,Bupie,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
L7720,27222,1,Burdie,Terrier Mix,TEX,Canine,CAN,,1,Neutered Male
783,30529,1,Burt,"Finch, Zebra",FZB,Avian,AVI,,1,Male
13308,24009,1,Burton,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
11476,19446,1,Burton Guster (Gus),Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12310,20781,1,Busby,BOSTON TERRIER,3,Canine,CAN,,1,Male
1715,6645,1,Busghie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20735,13289,1,Bushii,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19630,17049,1,Busi,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
17973,22393,1,Buster,Bichon Frise Mix,BIX,Canine,CAN,,1,Neutered Male
7480,27453,1,Buster,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
18514,18514-2,1,Buster,Chow Chow Mix,CCM,Canine,CAN,,1,Male
20755,20755-2,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Male
L1192,L1192-4,1,Buster,Poodle Mix,PXX,Canine,CAN,,1,Neutered Male
2770,5659,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20062,20062-1,1,Buster,Spaniel Mix,SPX,Canine,CAN,,1,Neutered Male
7565,18950,1,Buster,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
7418,11713,1,Buster,Chihuahua,CIA,Canine,CAN,,1,Male
13579,6069,1,Buster,Papillon,PAP,Canine,CAN,,1,Neutered Male
13709,23164,1,Buster,"Retriever, Golden",RGO,Canine,CAN,,1,Male
13553,17425,1,Buster,Schnauzer Mix,SCX,Canine,CAN,,1,Neutered Male
13522,22977,1,Buster,"Shepherd, German Mix",GEX,Canine,CAN,,1,Neutered Male
17556,24972,1,Buster,Pitbull,PIT,Canine,CAN,,1,Neutered Male
3453,5468,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17769,25059,1,Buster,Dachshund Mix,DXX,Canine,CAN,,1,Neutered Male
L7313,L6301,1,Buster,Goldendoodle,RGP,Canine,CAN,,1,Male
2722,4322,1,Buster,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
L7868,L7427,1,Buster,SHETLAND SHEEPDOG,16,Canine,CAN,,1,Male
L3233,L2477,1,Buster,Mixed,MIX,Canine,CAN,,1,Neutered Male
17031,2978,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8354,16230,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L7902,25353,1,Buster,BOSTON TERRIER,3,Canine,CAN,,1,Male
L6905,L6905-2,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18655,3044,1,Buster,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
15567,15567-1,1,Buster,Bichon Frise,BIF,Canine,CAN,,1,Neutered Male
128,169,1,Buster,"Cattle Dog, Australian",ACD,Canine,CAN,,1,Neutered Male
6029,9190,1,Buster,Cockatiel,COK,Avian,AVI,,1,Male
9962,31219,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8696,17420,1,Buster,Domestic Shorthair,DSH,Feline,FEL,,1,Male
